Pro_code,Pro_definition,HR,HR_Lower_CI,HR_Upper_CI,HR_p_val,p_val_fdr,p_val_bfi
AARSD1,Alanyl-tRNA editing protein Aarsd1,0.9770102000859722,1.5810325024360243,2.2443131473478686,0.41579271958144826,0.5936768001494603,1.0
ABHD14B,Protein ABHD14B,0.9578480671115326,1.6758610446744155,2.381128582170904,0.13864004741956407,0.30200740184683444,1.0
ABL1,Tyrosine-protein kinase ABL1,0.9708586729069788,1.5898047548868524,2.257454885962908,0.31166308528910475,0.5029532268479997,1.0
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",0.9482837639330485,1.6339644831701305,2.3230652147302697,0.07228386926358085,0.20460970279562996,1.0
ACAN,Aggrecan core protein,1.0671013698950942,1.6748766946748572,2.380829842145882,0.0395284452539968,0.14115224165369597,1.0
ACE2,Angiotensin-converting enzyme 2,1.0933534219569332,1.5725436997793432,2.2368618673653016,0.0047946021171753955,0.029851075120579693,1.0
ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,0.9874846094430003,1.6379950256068594,2.319262925367196,0.6552426456142207,0.7885958795492944,1.0
ACP5,Tartrate-resistant acid phosphatase type 5,1.046665992042595,1.586038417991595,2.2531190710487135,0.1324802739331237,0.29832233669502317,1.0
ACP6,Lysophosphatidic acid phosphatase type 6,1.0151015561214318,1.6469489685119962,2.328355287561446,0.589730597956692,0.7412163787032994,1.0
ACTA2,"Actin, aortic smooth muscle",1.1898094101336785,1.6219954291602552,2.3048578766529526,4.986255362447623e-08,2.917956638104349e-06,7.294891595260873e-05
ACTN4,Alpha-actinin-4,1.0267310654668582,1.6184355844898206,2.3056333911149554,0.3563464427527562,0.5487735218392445,1.0
ACVRL1,Serine/threonine-protein kinase receptor R3,1.14090428510738,1.638887385142401,2.3270643857911244,1.5539244074170412e-05,0.00040596275143770205,0.022733914080511314
ACY1,Aminoacylase-1,0.8796714682066717,1.7234481251801161,2.4470268428612103,8.577108750213348e-05,0.0014490874272801448,0.1254831010156213
