Pro_code,Pro_definition,HR,HR_Lower_CI,HR_Upper_CI,HR_p_val,p_val_fdr,p_val_bfi
AARSD1,Alanyl-tRNA editing protein Aarsd1,0.9664979831066622,1.6391537578435498,2.3253398845081876,0.23610995873583704,0.43888103031903847,1.0
ABHD14B,Protein ABHD14B,0.9582795262103785,1.7166939924237965,2.437475024222959,0.1437191644867764,0.33008027887622277,1.0
ABL1,Tyrosine-protein kinase ABL1,0.9830655510059964,1.6424265636370023,2.330965429799384,0.5606835849968537,0.7416637295211546,1.0
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",0.9481001009349179,1.6787617783952566,2.3854133340435952,0.07234518159809011,0.2155621195071402,1.0
ACAN,Aggrecan core protein,1.055329346314822,1.7260848794196741,2.4551162957259516,0.08988068025637017,0.24457164910876106,1.0
ACE2,Angiotensin-converting enzyme 2,1.086219279789409,1.6187752596132443,2.3010017000578338,0.00934077187543808,0.05670352387454735,1.0
ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,1.002750666776423,1.6829310640625186,2.3840647236810044,0.9231501811184386,0.9717588365654486,1.0
ACP5,Tartrate-resistant acid phosphatase type 5,1.0370909720917838,1.648848728480345,2.341511451478101,0.2324503339548076,0.4347216273175254,1.0
ACP6,Lysophosphatidic acid phosphatase type 6,1.0114105924761772,1.6934295925052587,2.3928635660514397,0.6841313236859631,0.8271769640930281,1.0
ACTA2,"Actin, aortic smooth muscle",1.1874179452140636,1.6622181906721973,2.360682758368378,8.4411308045684e-08,4.718892474726499e-06,0.0001234937436708357
ACTN4,Alpha-actinin-4,1.0397480499801979,1.649797890230474,2.350756346881785,0.1752798485770823,0.3765556805701489,1.0
ACVRL1,Serine/threonine-protein kinase receptor R3,1.1360154510844442,1.6732163408627054,2.3760713004420984,3.046108310353436e-05,0.0008570108573167455,0.04456456458047077
ACY1,Aminoacylase-1,0.8713192871064284,1.7755528436446537,2.52239581282564,2.939025295772819e-05,0.0008570108573167455,0.04299794007715634
ADA,Adenosine deaminase,0.9431307753224483,1.669518178869173,2.3670350692429043,0.04377029714536217,0.16049108953299465,1.0
ADA2,Adenosine deaminase 2,1.0685151889619369,1.680537426242644,2.383763899876974,0.025813985793359313,0.11692217094639219,1.0
ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,1.0846126636639748,1.6531910711478714,2.3463056275802705,0.004517859848459672,0.03134392768768773,1.0
ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,0.9925737401983937,1.7048581819773097,2.416725372577411,0.792688595723646,0.9040487585483182,1.0
ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,1.0046291162181051,1.6448251830275522,2.3309996136278226,0.8699691659707682,0.9477028219026313,1.0
ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,1.1053091573750047,1.6773629175952287,2.3733154239107868,0.0005842482817682922,0.006763788017908881,0.8547552362270114
ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,1.006990537905365,1.6708942145519357,2.361008551601419,0.8044836750057631,0.9109594555212318,1.0
ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,1.0067647365282866,1.640227278933131,2.3293524879291616,0.8339684649042185,0.9264205498518389,1.0
ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,1.0396930931284962,1.6728209666814446,2.376475333327209,0.21239029777807236,0.41596654036053526,1.0
ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,0.8891135252160193,1.6442234415013264,2.3339321410420557,5.0033142739239794e-05,0.0013071158540626396,0.07319848782750782
ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,0.951876565518004,1.6589776443876905,2.3605589398899856,0.08970182812491623,0.24457164910876106,1.0
ADGRB3,Adhesion G protein-coupled receptor B3,1.0270256722505196,1.6942646184627372,2.4021852259286245,0.34724944110652944,0.5510042650096015,1.0
ADGRE2,Adhesion G protein-coupled receptor E2,0.9888774095869652,1.6630665169416878,2.354395625199595,0.7087007669950489,0.8394372737138026,1.0
ADGRE5,Adhesion G protein-coupled receptor E5,0.9950821967195425,1.6590021708655802,2.3497688393488994,0.8677318681402628,0.9473818829023914,1.0
ADGRG1,Adhesion G-protein coupled receptor G1,1.0716828013126931,1.5579643752325925,2.2293623492351147,0.016986979763448748,0.08742533744476098,1.0
ADGRG2,Adhesion G-protein coupled receptor G2,0.8855260381010214,1.6287857420855147,2.3114631818937874,0.00023760420530364213,0.003620989087075296,0.34761495235922846
ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,0.9149478201439221,1.6729830208373297,2.375460411859079,0.006541457240056579,0.04232485294993027,1.0
ADM,Pro-adrenomedullin,1.2145487460952766,1.6747296992928025,2.3712940247039342,5.80876860355428e-08,3.3992913867999647e-06,8.498228466999911e-05
AFP,Alpha-fetoprotein,0.9485958667822035,1.6534726770842547,2.349660664762479,0.07820640060294949,0.22763638696154137,1.0
AGER,Advanced glycosylation end product-specific receptor,0.9374706702695437,1.6266137346740877,2.311094276280321,0.02575503098158547,0.11692217094639219,1.0
AGR2,Anterior gradient protein 2 homolog,1.1024335611673506,1.6615077467603034,2.37505232325032,0.0010275167436895757,0.010512286685439505,1.0
AGR3,Anterior gradient protein 3,1.0003727094272123,1.659984511955864,2.36357917432313,0.9898660736669082,0.9966786412764533,1.0
AGRN,Agrin,1.0409799606765113,1.6280585684614992,2.3093504511996468,0.1840678201714378,0.3885876203619243,1.0
AGRP,Agouti-related protein,1.036917858990533,1.6429415300106296,2.3275527000020357,0.23353586376417226,0.43545846326035853,1.0
AGXT,Serine--pyruvate aminotransferase,0.9649151664885811,1.7060204019269023,2.4178416429641914,0.23216967853465856,0.4347216273175254,1.0
AHCY,Adenosylhomocysteinase,0.9683929985741853,1.693379482715927,2.397045379221201,0.26598277637068435,0.4682705196513973,1.0
AHSP,Alpha-hemoglobin-stabilizing protein,0.9819009685511277,1.651390745322921,2.341620946327731,0.5371478773927367,0.7203000409033674,1.0
AIF1,Allograft inflammatory factor 1,0.9872684815910052,1.6656268298920622,2.3647727035857646,0.6583960312980861,0.8080817061989094,1.0
AIFM1,"Apoptosis-inducing factor 1, mitochondrial",0.9869090703817271,1.6514650704569278,2.343822213928543,0.6501716860830793,0.8038623192489248,1.0
AK1,Adenylate kinase isoenzyme 1,0.9972703228444517,1.6913041730377583,2.3944301182665932,0.9240282226294552,0.9717588365654486,1.0
AKR1B1,Aldo-keto reductase family 1 member B1,0.983420397298196,1.6479675097655602,2.3429070530105323,0.5644649860761763,0.7450121384005444,1.0
AKR1C4,Aldo-keto reductase family 1 member C4,1.004420708422481,1.6549702664175514,2.3524492476530336,0.8760635626946037,0.949742363699674,1.0
AKT1S1,Proline-rich AKT1 substrate 1,0.9834983524850444,1.68456665138105,2.39924937737271,0.5657610975823683,0.7450121384005444,1.0
AKT3,RAC-gamma serine/threonine-protein kinase,0.9381147249348346,1.6843186487461344,2.392365007337871,0.028277228972644446,0.12293571468140445,1.0
ALCAM,CD166 antigen,1.0537944567799151,1.6549014276046905,2.3397499842341625,0.08383873180590758,0.2340764592214557,1.0
ALDH1A1,Retinal dehydrogenase 1,0.9640455747636798,1.6812236603779211,2.3815377140734912,0.22249091412172128,0.4277322041525338,1.0
ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",0.9622361567239683,1.6970145011593336,2.412227343730216,0.20715659753490187,0.41178003015429543,1.0
ALPP,"Alkaline phosphatase, placental type",0.9588095752849387,1.6642864220845461,2.3618178623271278,0.19302799936550588,0.39775508962090805,1.0
