Pro_code,Pro_definition,HR,HR_Lower_CI,HR_Upper_CI,HR_p_val,p_val_fdr,p_val_bfi
AARSD1,Alanyl-tRNA editing protein Aarsd1,0.9510072284754343,1.4145955471193512,2.097257967873055,0.10055420267167063,0.28732577833721507,1.0
ABHD14B,Protein ABHD14B,0.9502389964051672,1.4818565770170622,2.1959995567838098,0.09874460643608098,0.2834999501873346,1.0
ABL1,Tyrosine-protein kinase ABL1,0.9753189298008899,1.4179323079523687,2.1028950972375258,0.4261894167415825,0.6310881747904202,1.0
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",0.9558894604725693,1.47164854328492,2.179457014003794,0.1535483795851194,0.3617411905523828,1.0
ACAN,Aggrecan core protein,1.046454811750532,1.48938188057299,2.2110875031637547,0.18066574151198245,0.39907089791053013,1.0
ACE2,Angiotensin-converting enzyme 2,1.0516877423558966,1.4111502154544193,2.095247019025283,0.14175968968225192,0.3509211945941363,1.0
ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,0.9754791777404598,1.4548474361471946,2.1520651204249774,0.4119177450863515,0.6222775010048164,1.0
ACP5,Tartrate-resistant acid phosphatase type 5,1.0094336386605263,1.443730637896767,2.141256728224505,0.7719085342766652,0.8892143194068985,1.0
ACP6,Lysophosphatidic acid phosphatase type 6,1.0176563631943905,1.4697517745716593,2.165512905892446,0.5565386984684646,0.7419510845017572,1.0
ACTA2,"Actin, aortic smooth muscle",1.1932116738763177,1.4398441165040747,2.1356899311150097,2.2928535815173325e-07,1.4584542564173293e-05,0.00033544447897598573
ACTN4,Alpha-actinin-4,1.0257636441855367,1.4352058921576831,2.1303066759561986,0.40520385840657513,0.6194495766445344,1.0
ACVRL1,Serine/threonine-protein kinase receptor R3,1.1479450183242506,1.4382076150421672,2.132190525551514,2.64735683464044e-05,0.0007041969180143571,0.03873083049078964
ACY1,Aminoacylase-1,0.8492459522032741,1.5551346027972268,2.3070495475455193,4.303957398760515e-06,0.00015741724185966584,0.006296689674386634
ADA,Adenosine deaminase,0.9328489543037697,1.4547498688625797,2.1496028872278217,0.02483775307319716,0.11355510233152327,1.0
ADA2,Adenosine deaminase 2,1.0840531878691004,1.446388197488935,2.1432216238861526,0.010725703165402372,0.0635291649027679,1.0
ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,1.074761435253039,1.427970264465066,2.116298357903871,0.017511021941285877,0.08955769725703519,1.0
ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,1.0004641802060983,1.4705034864329825,2.1738662123526065,0.9878370748821221,0.9925862915882863,1.0
ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,0.9704567893956993,1.4327664926873673,2.115870469264509,0.3173158404617227,0.5456535465193325,1.0
ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,1.1114018684835034,1.471865293387347,2.171390066052533,0.0006544051360136471,0.007659157711903726,0.9573947139879657
ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,0.9842332480653064,1.4620129359684648,2.154845172548503,0.5941081710925755,0.7681851408467396,1.0
ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,1.0343534547965054,1.4259993475890946,2.114806193090583,0.3283606729844183,0.554724785884762,1.0
ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,1.02140280290884,1.434650263134271,2.131556316904706,0.524738053656431,0.7181401052379407,1.0
ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,0.8782948719542576,1.4278313342110396,2.1174694984162086,2.8045628331386016e-05,0.000730291513472974,0.04103075424881774
ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,0.9734108124827403,1.4421157335556758,2.139302804579845,0.37572528602540234,0.5942387526295855,1.0
ADGRB3,Adhesion G protein-coupled receptor B3,1.0244252323086351,1.4584878665435717,2.1561811090140526,0.42465388079571487,0.6309208898914778,1.0
ADGRE2,Adhesion G protein-coupled receptor E2,0.997815781270972,1.4454304150104502,2.1335465501600535,0.945137047105775,0.9777666793489036,1.0
ADGRE5,Adhesion G protein-coupled receptor E5,1.0048972213257812,1.4278816783511232,2.111702427741876,0.8773883378065883,0.9396919020578614,1.0
ADGRG1,Adhesion G-protein coupled receptor G1,1.0871500885419574,1.327704385760414,1.9864406009912232,0.007289282534070018,0.04782161590737415,1.0
ADGRG2,Adhesion G-protein coupled receptor G2,0.861655354871174,1.395605897120689,2.0678290175249017,2.418424063714692e-05,0.0006675763028706783,0.03538154405214595
ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,0.8805022691144816,1.4528531278192442,2.154359175314378,0.0002698277775508779,0.0039156852527507885,0.39475803855693437
ADM,Pro-adrenomedullin,1.2380688420883812,1.4738669282121497,2.1766634118793857,2.2698594375302488e-08,1.8448913095037521e-06,3.320804357106754e-05
AFP,Alpha-fetoprotein,0.9355972819693803,1.4141337704680013,2.098336817196189,0.03727747859508044,0.1462116653742699,1.0
AGER,Advanced glycosylation end product-specific receptor,0.9346609586594163,1.4169081275945357,2.100548375327282,0.027030434200113695,0.12130529213118507,1.0
AGR2,Anterior gradient protein 2 homolog,1.1133395489126245,1.4466235437080683,2.1548569474243817,0.0007029761854810159,0.008034798119990048,1.0
AGR3,Anterior gradient protein 3,1.0253445178606333,1.4407746457260255,2.1386342179800577,0.42306052399189265,0.6302826340123614,1.0
AGRN,Agrin,1.0498676066927084,1.4072244157741227,2.0825985365861976,0.12920531856992956,0.33456173640319814,1.0
AGRP,Agouti-related protein,1.0557055964112185,1.4176079684475253,2.0948583966924734,0.09595958792863811,0.2828144096909191,1.0
