Pro_code,Pro_definition,HR,HR_Lower_CI,HR_Upper_CI,HR_p_val,p_val_fdr,p_val_bfi
AARSD1,Alanyl-tRNA editing protein Aarsd1,0.9715982400818486,0.9185402568561082,1.0277210313690432,0.3145985755145632,0.4912035389304226,1.0
ABHD14B,Protein ABHD14B,0.9503610256141622,0.8981316459573179,1.0056277195796803,0.07750078902798346,0.1902410307851339,1.0
ABL1,Tyrosine-protein kinase ABL1,0.9791105835061604,0.9256381961422355,1.0356719706783413,0.4612802514305482,0.6322066273379601,1.0
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",0.9677037365090226,0.914293182002482,1.024234392301289,0.25707738056881213,0.4202281651085722,1.0
ACAN,Aggrecan core protein,0.9615924624878643,0.9063082782271898,1.0202489441254827,0.1948394752925124,0.3484720688911316,1.0
ACE2,Angiotensin-converting enzyme 2,1.146514320512159,1.080284939374711,1.2168040479212012,6.677063896463454e-06,9.768544480526033e-05,0.009768544480526034
ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,0.9897030588449681,0.9368046524891407,1.0455884714966666,0.7118967703925836,0.8252812797815767,1.0
ACP5,Tartrate-resistant acid phosphatase type 5,1.0515796433945857,0.9912256579186882,1.1156084768061925,0.09537052337607843,0.2203194662936866,1.0
ACP6,Lysophosphatidic acid phosphatase type 6,0.9947856446062705,0.9425531372879649,1.0499126675893447,0.849323079439758,0.9272833322540045,1.0
ACTA2,"Actin, aortic smooth muscle",1.2098915390017606,1.1368002760077782,1.287682249065563,2.061987242935583e-09,8.872609812984582e-08,3.016687336414758e-06
ACTN4,Alpha-actinin-4,1.037709947825065,0.9813619016328257,1.0972933981066624,0.1937774402378378,0.34784833750669536,1.0
ACVRL1,Serine/threonine-protein kinase receptor R3,1.1760992667493877,1.1097535741882978,1.2464113812475552,4.372911637726495e-08,1.2544254364693847e-06,6.397569725993863e-05
ACY1,Aminoacylase-1,0.9146655621478367,0.8604972869911578,0.9722437283963394,0.004187407073919296,0.020908452386156757,1.0
ADA,Adenosine deaminase,0.9782067561672851,0.9244520229902576,1.0350872019471005,0.4448136630149253,0.6174216214334305,1.0
ADA2,Adenosine deaminase 2,1.129237734384052,1.0672331318322157,1.1948447089227954,2.4619243508815104e-05,0.000288143626027172,0.0360179532533965
ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,1.0736715497176657,1.0155095987322584,1.1351646484801612,0.012363800000152162,0.049556820274582504,1.0
ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,0.9690331597680879,0.9170462014168271,1.023967236633596,0.26352137315465385,0.4260019546135454,1.0
ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,0.9773258045040277,0.9248620894422089,1.0327655755957221,0.41523623564590606,0.5886536945251556,1.0
ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,1.123996394760064,1.0630261272765968,1.1884636351039528,3.992693182826735e-05,0.00042023813859536064,0.05841310126475513
ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,1.0153849231365575,0.9609848211504405,1.0728645442066047,0.5868260141453097,0.7331566683984526,1.0
ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,1.0087920539950934,0.9530193659653315,1.067828676464335,0.7629074819434701,0.8652198806847262,1.0
ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,1.0222435671604888,0.9618123843211659,1.086471673307196,0.4791863841475569,0.6473219575326645,1.0
ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,0.8724739007938085,0.8250751878094196,0.9225955631842284,1.6944452613609466e-06,2.9511588302036487e-05,0.002478973417371065
ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,0.9619720793692261,0.9098733456325432,1.0170539514404855,0.17234174532363958,0.3224245184251723,1.0
ADGRB3,Adhesion G protein-coupled receptor B3,1.0403953339339227,0.9839229177860565,1.1001089936059807,0.164298942417752,0.31257393076355156,1.0
ADGRE2,Adhesion G protein-coupled receptor E2,0.9797955472139782,0.9249375964705872,1.0379071171974648,0.4874768626081395,0.6538767214008154,1.0
ADGRE5,Adhesion G protein-coupled receptor E5,0.9888563616267042,0.9340781752952371,1.046846966123082,0.6999385515416869,0.8185532381338834,1.0
ADGRG1,Adhesion G-protein coupled receptor G1,1.1552905597684615,1.0983118447180282,1.2152252421831835,2.2205916594068507e-08,7.06244695154831e-07,3.2487255977122226e-05
ADGRG2,Adhesion G-protein coupled receptor G2,0.8365291109843884,0.7875612710768619,0.8885416020616336,6.641419828966285e-09,2.4290993024444186e-07,9.716397209777675e-06
ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,0.9358434045045982,0.8815499268706423,0.9934807446059394,0.029671036830582354,0.09689447964987051,1.0
ADM,Pro-adrenomedullin,1.2285546538690448,1.1536167892773446,1.3083604118563341,1.4531064698279232e-10,9.66315802435569e-09,2.1258947653582516e-07
AFP,Alpha-fetoprotein,0.9043031496057445,0.8536607274663448,0.9579498740840338,0.0006239520276025176,0.004265615964404127,0.9128418163824833
AGER,Advanced glycosylation end product-specific receptor,0.905743972833753,0.8563993749226918,0.9579317411327234,0.0005328799794176535,0.003748093316769361,0.7796034098880271
AGR2,Anterior gradient protein 2 homolog,1.1585558097240385,1.0933710685995488,1.2276267433750134,6.318028608277783e-07,1.249091331609513e-05,0.0009243275853910397
AGR3,Anterior gradient protein 3,1.0195598071629801,0.9641394096161839,1.0781658648265717,0.4969467457906246,0.6597396452737602,1.0
AGRN,Agrin,1.083796043634331,1.0246457944871532,1.1463608893113508,0.00495062388058796,0.023824877425329554,1.0
AGRP,Agouti-related protein,1.0132024394473493,0.9567326656811479,1.07300526064006,0.6539596522780888,0.7874427747183901,1.0
AGXT,Serine--pyruvate aminotransferase,0.9943695647456612,0.9390127798252454,1.0529897489536728,0.8468000312633686,0.9266031755709111,1.0
AHCY,Adenosylhomocysteinase,0.9670309575689109,0.914616340749842,1.022449338845148,0.23835111347893362,0.39897903777995414,1.0
AHSP,Alpha-hemoglobin-stabilizing protein,0.982737322392949,0.9276421041840792,1.0411047972790346,0.554155742005414,0.7086799392953852,1.0
AIF1,Allograft inflammatory factor 1,0.9949480147797046,0.9410047710193632,1.0519835633157544,0.8586570472930081,0.9315008721540632,1.0
AIFM1,"Apoptosis-inducing factor 1, mitochondrial",0.9993577411551159,0.9456391327975184,1.0561279246683863,0.9818174893919133,0.9922314526855965,1.0
AK1,Adenylate kinase isoenzyme 1,0.9839831226633706,0.9308242067224566,1.0401779183371114,0.5688023989121349,0.7173775082831495,1.0
AKR1B1,Aldo-keto reductase family 1 member B1,0.9799556178687749,0.9265685675859833,1.0364187245143708,0.47868227537940544,0.6472386034011739,1.0
AKR1C4,Aldo-keto reductase family 1 member C4,1.0109218478935622,0.9567970053229263,1.0681084669611962,0.6988227232294155,0.8185532381338834,1.0
