Pro_code,Pro_definition,HR,HR_Lower_CI,HR_Upper_CI,HR_p_val,p_val_fdr,p_val_bfi
AARSD1,Alanyl-tRNA editing protein Aarsd1,0.9713773343138741,1.5720718198935095,2.23892113933036,0.3123303557627295,0.5401173882752639,1.0
ABHD14B,Protein ABHD14B,0.9602792627122096,1.6796909077107294,2.392951399659657,0.16313811559971925,0.3773481596561646,1.0
ABL1,Tyrosine-protein kinase ABL1,0.982524188485121,1.5770610149201523,2.247074753186777,0.5454181806604634,0.7422760914476819,1.0
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",0.9441311833693419,1.6167739965983003,2.3056275663840267,0.05061496746319618,0.18149435636925493,1.0
ACAN,Aggrecan core protein,1.0410681178444519,1.6706998317068993,2.3825322947808267,0.20151979969211195,0.42298919218014314,1.0
ACE2,Angiotensin-converting enzyme 2,1.0886042403492884,1.5468617679800902,2.2077514904768853,0.007267263369045672,0.049451192134482874,1.0
ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,0.9951930782450068,1.6287826543533832,2.3159811141430193,0.8638840792969968,0.9259065260157556,1.0
ACP5,Tartrate-resistant acid phosphatase type 5,1.037109676790946,1.5963605730419426,2.2747386908650706,0.2302763350762872,0.4564151247068679,1.0
ACP6,Lysophosphatidic acid phosphatase type 6,1.0037945697972115,1.6349921751048524,2.3185900497429826,0.8911622668264195,0.9426855107686809,1.0
ACTA2,"Actin, aortic smooth muscle",1.1897104224835422,1.5899359582998502,2.267515303742538,4.9937639643156346e-08,3.478988895139892e-06,7.305876679793773e-05
ACTN4,Alpha-actinin-4,1.0313001182755626,1.5869391946541387,2.269830812549383,0.2803762579575244,0.5148366821080035,1.0
ACVRL1,Serine/threonine-protein kinase receptor R3,1.1385617080573585,1.6274386738745812,2.3189268462620194,2.2859035490984987e-05,0.0006825054882308374,0.033442768923311036
ACY1,Aminoacylase-1,0.8622432964896339,1.7209092651257971,2.4534663953504827,6.436920730843403e-06,0.00022421940545771187,0.009417215029223899
ADA,Adenosine deaminase,0.9676954627241933,1.6101528784456647,2.291431069860214,0.2547135574148534,0.48903665944610303,1.0
ADA2,Adenosine deaminase 2,1.0791661844184675,1.615035529477148,2.298260058604897,0.00975409776757306,0.05978486349796462,1.0
ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,1.059612223772598,1.5824845041320625,2.2550972903142523,0.04088057537463538,0.161208306666015,1.0
ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,0.9803495168699896,1.6596471313727332,2.359715551927697,0.48298447076987094,0.7027473308161568,1.0
ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,0.9793748515788016,1.5875685021870016,2.2582119781799723,0.4572533943325561,0.6824899288123267,1.0
ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,1.112301754409662,1.6404033637645838,2.328119111739307,0.00025959472321198854,0.004365368736311945,0.37978708005913925
ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,1.0163781662731637,1.613665242045706,2.2885823418894446,0.5621290034803879,0.7568231140111694,1.0
ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,1.0122382005738932,1.5752353561610417,2.2458390439473233,0.7056460652649114,0.833131151620351,1.0
ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,1.0139337292426722,1.5888039858996266,2.2682345205105854,0.6551941161925614,0.8130186530871224,1.0
ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,0.8869448794070568,1.587353516128363,2.2624906913927263,3.412883531250452e-05,0.0008916158225391805,0.04993048606219411
ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,0.9656574879535686,1.5931131315419416,2.274866158902693,0.22030698522001152,0.447030678747402,1.0
ADGRB3,Adhesion G protein-coupled receptor B3,1.0272893296833685,1.6537339580095263,2.3521347902160357,0.3406941771306387,0.5688507818417428,1.0
ADGRE2,Adhesion G protein-coupled receptor E2,0.9740933672666822,1.6112672052801364,2.2894749802711347,0.377032052157948,0.6033659621617679,1.0
ADGRE5,Adhesion G protein-coupled receptor E5,0.9805561473298334,1.6057607682623563,2.2829000513708,0.5044021953522771,0.718806306541452,1.0
ADGRG1,Adhesion G-protein coupled receptor G1,1.078640752196602,1.4863972893843223,2.135494155026374,0.008661304695613162,0.056367342839527816,1.0
ADGRG2,Adhesion G-protein coupled receptor G2,0.8969518552442514,1.586347356425411,2.2586680620210906,0.0009276355480633556,0.01020399102869691,1.0
