Pro_code,Pro_definition,HR,HR_Lower_CI,HR_Upper_CI,HR_p_val,p_val_fdr,p_val_bfi
AARSD1,Alanyl-tRNA editing protein Aarsd1,0.9876107388888905,0.9352646296512059,1.0428866233639273,0.6536696041812595,0.7722286431149056,1.0
ABHD14B,Protein ABHD14B,0.958010328751283,0.9068930204294311,1.0120088801207814,0.12520665631601224,0.2517551844938649,1.0
ABL1,Tyrosine-protein kinase ABL1,0.9803246636699847,0.9281370729315285,1.035446675095336,0.4764890594490673,0.6372061188062024,1.0
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",0.979119978127265,0.9261756955692548,1.035090789095589,0.45689555617410704,0.616113319177386,1.0
ACAN,Aggrecan core protein,0.9707057853499931,0.9160666153529449,1.0286039311113924,0.31448672510401043,0.47286133486862,1.0
ACE2,Angiotensin-converting enzyme 2,1.1530038758167487,1.0876948146590653,1.2222343250437824,1.705800559147419e-06,2.3543266207855416e-05,0.002495586218032674
ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,0.9816221108320298,0.9304490762598902,1.0356095707543966,0.49711337270672296,0.6514213479588955,1.0
ACP5,Tartrate-resistant acid phosphatase type 5,1.0626058886803815,1.0030277916626567,1.1257228204878877,0.03914539136588617,0.1058589788693003,1.0
ACP6,Lysophosphatidic acid phosphatase type 6,0.9952591790187789,0.9443486273172238,1.0489143572275168,0.8592083597311072,0.9284881679409694,1.0
ACTA2,"Actin, aortic smooth muscle",1.2366447894058008,1.1636584279545976,1.3142089623779063,7.737742925663218e-12,4.528127160098115e-10,1.1320317900245289e-08
ACTN4,Alpha-actinin-4,1.0392056851401705,0.9840469719223816,1.0974562056909962,0.1669619836686632,0.30602267338131883,1.0
ACVRL1,Serine/threonine-protein kinase receptor R3,1.1948106180134566,1.1291841261140567,1.2642512234302359,6.609453100308758e-10,2.3584463135979787e-08,9.669629885751714e-07
ACY1,Aminoacylase-1,0.9264311011112039,0.8729218016467882,0.9832204711658727,0.011821108291429676,0.04238794468225886,1.0
ADA,Adenosine deaminase,0.9806931891520143,0.9283451146108548,1.0359930979464467,0.4860764977035239,0.6449280943105599,1.0
ADA2,Adenosine deaminase 2,1.1403735421671617,1.0790496735459967,1.2051825301066135,3.198264187034392e-06,4.177732594313674e-05,0.004679060505631315
ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,1.0860602774270958,1.0284103031990384,1.1469419574423834,0.003010693624309389,0.013764514913639487,1.0
ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,0.9836135269870535,0.9320350578943541,1.0380463291345168,0.5476977125209008,0.6897689431557189,1.0
ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,0.9869665983432797,0.9352355799882054,1.041559032920443,0.6329346418451609,0.7555136910443426,1.0
ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,1.127982689078695,1.068284229249926,1.1910172517987607,1.419590025092406e-05,0.00014625776103592886,0.0207686020671019
ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,1.0170361563538675,0.9638239242107602,1.0731862089624404,0.5378257442254035,0.6824276355609413,1.0
ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,1.024947190432157,0.9697889603595454,1.0832426291853203,0.38263221209147047,0.5449530878058374,1.0
ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,1.046219845836148,0.9857194440924901,1.1104335745645584,0.13709505011980913,0.2702092623827682,1.0
ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,0.869914557783452,0.8239241686214828,0.9184720714161212,4.938281816786742e-07,7.93923769006484e-06,0.0007224706297959004
ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,0.9488322201666599,0.8982777012717258,1.0022319164238729,0.06008656381095845,0.1462672926047125,1.0
ADGRB3,Adhesion G protein-coupled receptor B3,1.0567831999304558,1.0008028032751342,1.1158948875847952,0.04671643873778713,0.1205211281949881,1.0
ADGRE2,Adhesion G protein-coupled receptor E2,0.9956200487462863,0.9412411043664249,1.053140663818333,0.8782586355425803,0.9364562006550855,1.0
ADGRE5,Adhesion G protein-coupled receptor E5,1.0079003830044648,0.9533740882529922,1.0655451984457254,0.7815365691268549,0.8708210210453836,1.0
ADGRG1,Adhesion G-protein coupled receptor G1,1.164317881655114,1.1081684214965646,1.2233123623131998,1.6118781591396204e-09,4.912870305877635e-08,2.3581777468212646e-06
ADGRG2,Adhesion G-protein coupled receptor G2,0.8359545742320368,0.7883278447044507,0.8864586667510878,2.1398091769809706e-09,6.138315344947372e-08,3.13054082592316e-06
ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,0.9370320812845513,0.8838466184548136,0.9934179788926205,0.02914906427125609,0.08511992221326878,1.0
ADM,Pro-adrenomedullin,1.2509960016953028,1.1765483079105437,1.3301544745212661,8.448151661373642e-13,6.505076779257704e-11,1.235964588058964e-09
AFP,Alpha-fetoprotein,0.9143094819850466,0.8641812752403258,0.9673454549397474,0.00184592721245061,0.009092900713182635,1.0
AGER,Advanced glycosylation end product-specific receptor,0.9248289923483033,0.8757292853765296,0.9766815834190455,0.00498995452714641,0.021099142986171094,1.0
AGR2,Anterior gradient protein 2 homolog,1.1487501781732654,1.0859431519121563,1.215189735788173,1.3379020462658194e-06,1.900340479307664e-05,0.001957350693686894
AGR3,Anterior gradient protein 3,1.0196048222748086,0.9655082913355968,1.0767323314934603,0.4851660140840094,0.6446847217119943,1.0
AGRN,Agrin,1.0925770117869205,1.0345970304194982,1.1538062565298655,0.0014600088970704286,0.007601398634925398,1.0
AGRP,Agouti-related protein,1.0212371560309152,0.9656968964169735,1.079971710303387,0.46139262498839906,0.6198506982167381,1.0
AGXT,Serine--pyruvate aminotransferase,1.0082088310404833,0.9534595118277188,1.0661019522889683,0.7741249112627144,0.8645379734178253,1.0
AHCY,Adenosylhomocysteinase,0.9680327405837011,0.9167759500283643,1.0221552897553632,0.2418033590582196,0.39306479366908365,1.0
AHSP,Alpha-hemoglobin-stabilizing protein,1.0063695975751024,0.9511661826048142,1.0647768869893246,0.8254143049467353,0.903408869730358,1.0
AIF1,Allograft inflammatory factor 1,0.9888933582692342,0.9364407832609861,1.0442839435330964,0.6879362359419389,0.7994048555862244,1.0
AIFM1,"Apoptosis-inducing factor 1, mitochondrial",1.005600295366044,0.952800752460674,1.0613257298849714,0.8391766977430982,0.9127996347941655,1.0
AK1,Adenylate kinase isoenzyme 1,1.0054796369559214,0.9525228287856455,1.0613806512353137,0.8430796552244066,0.9163636965774941,1.0
AKR1B1,Aldo-keto reductase family 1 member B1,0.9722991913883096,0.9204674017269918,1.0270496443444432,0.31487177556451706,0.47295421730070686,1.0
AKR1C4,Aldo-keto reductase family 1 member C4,1.0149803945438192,0.9621275168373831,1.070736657334837,0.5857791779573831,0.7153547056357692,1.0
