Pro_code,Pro_definition,HR,HR_Lower_CI,HR_Upper_CI,HR_p_val,p_val_fdr,p_val_bfi
AARSD1,Alanyl-tRNA editing protein Aarsd1,0.9844144845677275,1.5768666729599898,2.2245239576148936,0.5735235237844394,0.7366680555721113,1.0
ABHD14B,Protein ABHD14B,0.9667335503472956,1.6509039082799513,2.332758185625593,0.23079012074030214,0.4323251557529603,1.0
ABL1,Tyrosine-protein kinase ABL1,0.9784668676363916,1.5839772968013281,2.235563133224668,0.44448358042047864,0.6408097250722735,1.0
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",0.9487774015238596,1.6146530647750998,2.28297483982702,0.0681358336471887,0.19867951176244927,1.0
ACAN,Aggrecan core protein,1.056246438116844,1.6600010081271364,2.347611362908789,0.07590057811341214,0.21436784899598832,1.0
ACE2,Angiotensin-converting enzyme 2,1.085541756202393,1.5547980518997886,2.1995525854811824,0.008123108047238824,0.045015557095115157,1.0
ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,0.9850080997296682,1.6219975400379045,2.284759863301915,0.5817128681872854,0.7439212641241246,1.0
ACP5,Tartrate-resistant acid phosphatase type 5,1.0480923172717473,1.5741430751422194,2.224460421175981,0.1125470804602061,0.27719929076310024,1.0
ACP6,Lysophosphatidic acid phosphatase type 6,1.0035054722071008,1.624701826707582,2.284357935049329,0.8967024661801644,0.947901254542504,1.0
ACTA2,"Actin, aortic smooth muscle",1.214061292382171,1.598324606765916,2.259000003383925,4.565285213344626e-10,4.8306238322874877e-08,6.679012267123188e-07
ACTN4,Alpha-actinin-4,1.0311527053386633,1.5798269891935461,2.2392168264798706,0.2722447551498696,0.4730333453494766,1.0
ACVRL1,Serine/threonine-protein kinase receptor R3,1.1526783549572912,1.6022913275083293,2.2644388122421506,1.923677097886835e-06,6.396226350473727e-05,0.0028143395942084397
ACY1,Aminoacylase-1,0.8671899754152738,1.7144099068382583,2.4213859239132787,8.246463164137423e-06,0.00022341806683579723,0.01206457560913305
ADA,Adenosine deaminase,0.9687100981149399,1.6005668908362252,2.257721640201796,0.25729204110728365,0.46186289096927113,1.0
ADA2,Adenosine deaminase 2,1.084295894658465,1.6049316869685446,2.2654561956149277,0.005004107728605014,0.030631839359619814,1.0
ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,1.0706132956839662,1.5892932727547924,2.244428517858502,0.013856532641983362,0.06712618296431012,1.0
ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,0.9939013176528663,1.6380170621434698,2.3106967224857047,0.8246731418015915,0.9085066313672653,1.0
ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,0.9893897876448411,1.583256247906546,2.2323460130651602,0.6962168677417282,0.8342057964833319,1.0
ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,1.1111820796435015,1.610401700041749,2.2672571905822854,0.00020568104691783012,0.002786216404081347,0.30091137164078546
ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,1.01704315063834,1.6018697947580778,2.252279289139175,0.5358433174523014,0.7146205774227138,1.0
ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,1.0203309087889338,1.5829295361371878,2.235341180503498,0.5200726679514411,0.700419872492336,1.0
ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,1.0354210327775661,1.602045642598011,2.266276190120084,0.2504247484813508,0.4551197602834985,1.0
ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,0.8858589081766958,1.570525560751988,2.2183696289688424,1.645059781937656e-05,0.0004079190611821679,0.024067224609747907
ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,0.9539322382242656,1.5913641635581068,2.252573240468251,0.09294001045933097,0.2415119632362366,1.0
ADGRB3,Adhesion G protein-coupled receptor B3,1.044594327896691,1.6226716876372107,2.2897101600995775,0.11324983771660474,0.2780730352901418,1.0
ADGRE2,Adhesion G protein-coupled receptor E2,0.9913214170508149,1.5965811499710085,2.248957165036387,0.7631929096629145,0.8662150712465818,1.0
ADGRE5,Adhesion G protein-coupled receptor E5,0.9998813201121587,1.5908524552737506,2.242138809937189,0.9967001689440413,0.9974471047089314,1.0
ADGRG1,Adhesion G-protein coupled receptor G1,1.0835397505573912,1.4873695746071625,2.1169125220870493,0.004384132321945678,0.02729355568938948,1.0
ADGRG2,Adhesion G-protein coupled receptor G2,0.9016476445581488,1.574791058511171,2.2223945394373352,0.0012086783690455649,0.010401743846550949,1.0
ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,0.8994520878981594,1.6130544341991129,2.279278792662089,0.0008371129262677006,0.007952572799543155,1.0
ADM,Pro-adrenomedullin,1.2194227643123843,1.6084781194863986,2.2664266898433847,1.1488088112675562e-08,7.002947045351811e-07,1.6807072908844347e-05
AFP,Alpha-fetoprotein,0.9417224892619099,1.5868717301179336,2.244062856361492,0.038997566401003304,0.13735045539664786,1.0
AGER,Advanced glycosylation end product-specific receptor,0.9362421700922544,1.5643386874928833,2.2113463035961978,0.0188421872623031,0.08404304867301657,1.0
AGR2,Anterior gradient protein 2 homolog,1.0992710081448591,1.5990271413835657,2.27474934287276,0.0010713714814672066,0.00938572740950014,1.0
