Pro_code,Pro_definition,HR,HR_Lower_CI,HR_Upper_CI,HR_p_val,p_val_fdr,p_val_bfi
AARSD1,Alanyl-tRNA editing protein Aarsd1,0.9969366384268686,1.7009356134467855,2.43443012220909,0.9169637679585895,0.9589120747129496,1.0
ABHD14B,Protein ABHD14B,0.9622560072110053,1.7861752770040316,2.5604638344356268,0.19200526980530505,0.40593021636584004,1.0
ABL1,Tyrosine-protein kinase ABL1,0.9802508518668174,1.70872196791212,2.44645238264125,0.5018849967665161,0.6966392317546614,1.0
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",0.962813951359983,1.7527879997612197,2.5156524026462144,0.2083896099168213,0.42402503380849726,1.0
ACAN,Aggrecan core protein,1.057120193365872,1.7877284521768317,2.5683766226682447,0.08525532046244681,0.24313554354105202,1.0
ACE2,Angiotensin-converting enzyme 2,1.0772036183207747,1.7207509399286307,2.46834868264682,0.02124264851899577,0.09679245839838246,1.0
ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,0.9776464435095585,1.7524356620075174,2.5079525662623054,0.4304840227345156,0.6380933386632182,1.0
ACP5,Tartrate-resistant acid phosphatase type 5,1.04821106803034,1.7126379305002573,2.4559699145612335,0.12833993962001702,0.3152064575003285,1.0
ACP6,Lysophosphatidic acid phosphatase type 6,1.000476231766005,1.769179525154513,2.5235535726236393,0.9865337684562502,0.9938978387959452,1.0
ACTA2,"Actin, aortic smooth muscle",1.2110496232041374,1.772073674829554,2.5391703715852905,4.202343237807859e-09,3.8425175980705605e-07,6.148028156912897e-06
ACTN4,Alpha-actinin-4,1.020975319374719,1.7283027998715748,2.4849290224881844,0.47501667182199236,0.6779994057322681,1.0
ACVRL1,Serine/threonine-protein kinase receptor R3,1.142915024711549,1.7417943327866108,2.497683561361414,2.134603521359392e-05,0.0005576651699551412,0.031229249517487907
ACY1,Aminoacylase-1,0.8750111847963854,1.8444615549757801,2.6464739145933334,6.576435296515323e-05,0.0012659637945791995,0.09621324838801917
ADA,Adenosine deaminase,0.9781892213892818,1.7567133488893287,2.512526427062687,0.45044953226394957,0.6598924323865776,1.0
ADA2,Adenosine deaminase 2,1.0907859001151559,1.708829338410473,2.4494806293576343,0.004079864470438583,0.027662846937524205,1.0
ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,1.069362374668407,1.7542715795987547,2.511247889093717,0.020974644453969356,0.09619405904751464,1.0
ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,0.9833208473410084,1.7732410271039303,2.537563364920432,0.5622878111894803,0.7467238628131586,1.0
ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,0.9881166792440949,1.7359964684669402,2.4821268134595056,0.6754561102950238,0.8241803914609006,1.0
ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,1.1100150657683572,1.748956060823921,2.4980407947469936,0.0004459356993371869,0.005219231425042436,0.6524039281303045
ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,1.0055468975658868,1.7508358532805062,2.497633936159478,0.8469890976480039,0.9192470696283602,1.0
ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,1.0356516913266856,1.703009484378331,2.439988263823861,0.2840882697571927,0.510591079428468,1.0
ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,1.049533064531715,1.7685633014042748,2.5360227308956294,0.1275296362166034,0.31463045157654435,1.0
ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,0.8888285142403799,1.7092170167567748,2.450560550704667,6.366382426256761e-05,0.0012586510121099515,0.09314017489613642
ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,0.945702922435104,1.7264644614605527,2.480786783810625,0.05729510632389222,0.18710433158896053,1.0
